label,x0,imp1,imp2,imp3,imp4
-256.72746445085403,-1.1770203880226942,-1.3272840378781467,-1.2492969257351465,0.17790625950620062,-0.4389507704988207
125.52613301230356,-0.47533711125843153,-0.590692422455163,1.0603572933755796,-0.5082376928418649,2.2149859005998684
205.96852572695798,0.2694971098094204,0.5704466162353741,0.9457686862437302,0.6418494855523148,1.7065244722114994
8.943575069473845,0.29613358988560473,0.1381927477913204,-0.5448700708235121,-1.1074614086276906,1.2014170317870247
-65.49838873982993,0.06433673896149568,-0.3438654548066009,-0.13861227066279017,0.9085098334284564,-0.5356605733236723
22.47265504974941,-0.288851307641627,0.642862761809485,-0.06617104790015184,0.2797647406373927,-0.8492080173271038
-227.64364980611688,-1.6708819397553858,-1.4217454504578617,-1.6824372693115777,-0.13703575949483018,1.5926899825085863
-63.70776128239364,-1.3491370897051602,0.09335456674002232,-1.1680615595667678,-0.9414208822764755,0.9011732395322491
214.96228429532476,0.018093481560502625,1.2432291429623945,1.420999164216819,-1.5194118760338073,-0.8451981140855563
-41.671057760538616,1.1484892700483433,-0.6331824582332768,0.5087703666647688,-1.5797265171330634,-0.7248546835600852
15.86609647051499,0.12485417099490242,-0.5751949200154678,0.5301843272519986,0.0830612574105881,0.5724107364318094
-187.22671990347743,-1.0630582964299926,-0.6285562300602406,-1.1862033475518015,1.1658542577842075,-0.5111635704164169
-108.11018807943665,0.5356402250166092,-1.1046683561021067,0.36539620823619295,-0.33420699806644877,-0.9599725191440409
124.63792615488643,0.7181857257079345,0.7153813154412441,1.114321694668872,0.54711911517521,-1.1808128153088449
19.611009406732357,1.8224633429937909,-0.12579262765832977,0.14147895293467364,-1.135012098186069,0.4944975317803214
110.15780179044161,-0.4959061907859165,0.24332069141922807,0.6516022549488549,-1.8386298986440812,0.7332036722403648
-57.76906173905286,0.880806853484222,0.2123800860234896,-0.4872209416682221,1.6692469423765,-0.8842760363604175
8.204857874723178,0.40787905089749094,0.049591827661585874,-0.3056320547856803,0.995302900529223,0.8147307216216817
192.53251016703786,-0.3152692446403456,0.651391251305798,0.9540017634932023,0.570890510693167,1.135565640180599
-69.54637770950848,-0.688505233070774,-1.109336332221177,-0.2748963788021193,-1.6159727887442987,1.5990193321002086
-86.7586540781356,-0.3730037252610738,1.2182579226197263,-1.6523840564542558,-0.0287040717003548,-1.337846371815948
12.965090252341902,-0.4930471858484473,0.3885218732514541,-0.283231829277092,0.41014195668516573,0.05013802515706501
26.238918687878282,-0.10434319627602699,2.3396963485809272,-2.7373370562130814,0.90740965194817,1.423386092648631
368.9202354649315,0.6223026774078732,1.311571386827943,3.26428951086901,0.3643089090167414,-1.407960210103901
47.020365382780795,1.2444506093033991,1.2079534760525765,-0.8725247934775272,-1.1054025249608839,0.32926932540814957
-41.07553421129694,-0.42847008834661526,1.0849248358982795,-0.5673451517072902,-1.1861924157388257,-2.397584707014306
-88.73282418930256,1.2733784899006386,0.21022959850421466,-0.9181996526405863,0.04667533965586018,-0.6468217753169699
-18.952628867050215,-1.0956490489243764,-0.5821129944813005,0.6358130304064926,1.2823174359550897,-0.5817771620085033
59.80828193680561,-0.7119732272589228,0.9863765059059371,-0.24638340251454802,0.7938184671438157,-0.29737607924310644
-17.623757270963196,0.21596970972569457,0.024166138725236413,-0.9727609296498728,-1.1228149627385904,1.8119738944354276
-58.67219868594084,-0.7183070572867839,1.134232446706742,-1.3893424204851526,-0.764304750425777,-1.018636288664067
-258.86377694937886,0.7867171047089636,-1.2305884401773557,-0.8851023587203858,0.45347640464406813,-1.6066257187128132
-215.7255442643459,0.18291456362025593,-1.185921599186856,-0.8557425799515072,1.1888062411931566,-0.6650459180031121
165.78660347908897,0.11804946668977437,1.9875341610233674,-0.5737555504043761,0.5130429233658149,0.7769218547601916
-280.75988536358545,1.8209672252662306,-0.9587037291435838,-1.5168584165083185,-0.07151400927298215,-1.339270315485301
17.149307930848853,2.2715744589045603,-0.45183672820352067,0.22417948485379244,-1.3822859041360303,1.0421398926351775
