label,imp0,x1,imp2
13.497681678122941,0.08701648039238655,-1.0361435719751968,1.8987349813552388
3.034672753016167,0.16538476902386298,-0.7067431816423531,0.04226306496497919
9.400351650739443,0.6844930246968961,-1.2600078976522555,-0.32326225938749004
-23.31735339282489,-0.8991960960480192,1.1042145208197445,-1.3047937736208417
22.777573656586746,0.7260359992293337,1.2588862057428216,1.6764234178440736
-14.067157088226645,-0.3451040968191901,0.044062567406599355,-1.3077765651476607
-13.86967207252084,-0.9365198458054912,0.5795842217637382,0.28332359253566647
-12.57473751570465,-1.384596624727349,1.9396914427283842,1.669383459547647
-12.15765356061263,-0.863493604964934,-0.031203488939083975,0.36064789143579495
12.81241061935023,0.3989921575016956,1.0500490415534267,0.967794469003426
-2.0397575214934895,-0.3932364091628454,0.03395688516516826,0.7156090679730908
-13.475768398660017,-0.6286702470308604,-2.61813319869228,-0.4665740712027766
27.032385218340423,1.3537098399765113,1.4746939853456824,0.6917051136079876
14.113146027194299,1.3461034238624805,1.1851630314393404,-1.325281371952441
-33.868556212980735,-1.5168584165083185,-0.9587037291435838,-1.339270315485301
-3.273934244922209,0.2927154821418534,0.1455211977682408,-1.2883076174635377
12.815979230949095,0.606850593215671,2.0565435648295414,0.4200944904518413
-12.185224936896306,-0.11335479410729969,0.13155164017749568,-1.6223206132937653
-36.88429645382831,-2.2175910793587708,-1.1681778278502002,0.03352470238858753
39.53973395584638,1.9740786877450238,0.3772632593422264,1.0274793433526916
-20.399846613856568,-0.9904263620394158,1.1644646925122124,-0.6041382867516175
-0.28839694979044894,-0.4753234176821889,-0.8027217162249164,1.2082747406521392
2.746180513980504,0.10285857793233408,0.14934191105988046,0.1616985267047529
-34.30521867984149,-1.5202867922406096,0.45096263477647686,-1.3990784281844755
-20.39380714039255,-0.6541843257603286,-1.9990878128978078,-1.490082675576618
12.522747286580985,0.39537368118566585,-0.31267716965327597,0.9316659668680948
-18.222890229264564,-0.856348518281204,-0.6116337366945591,-0.6145387836910949
-6.335640449595966,-0.32038505943679435,-1.7793989305072206,-0.1539052269746876
0.7925534307701986,-0.32483138350862245,-2.499405714873573,0.9817654869915943
18.79850241365687,1.2307029049844702,-0.9489528277686782,-0.2821257769339113
-21.359772055504937,-1.199995580093643,-0.5111977985613847,-0.20272002943667036
-47.378646926477124,-2.35115821311217,-0.9390632499396991,-1.2688725926057791
30.254910792463615,1.3831356467781524,-0.68015236575182,1.1222033332933687
