label,imp0,imp1,x2,imp3,imp4
82.77387978649092,-0.4694743859349521,1.5792128155073915,0.5425600435859647,0.7674347291529088,-0.23413695694918055
-5.304497488784817,0.3436182895684614,-0.4606387709597875,-1.763040155362734,1.0571222262189157,-0.7198442083947086
-137.5602751523948,-1.4247481862134568,-0.22577630048653566,-0.5443827245251827,0.06752820468792384,1.465648768921554
-6.4238009408490715,-0.3011036955892888,0.1713682811899705,-1.4785219903674274,-0.11564828238824053,0.7384665799954104
-147.24458402892392,-0.600638689918805,-1.1509935774223028,-0.2916937497932768,0.37569801834567196,0.11092258970986608
-230.90666177777268,-1.913280244657798,-0.46572975357025687,-1.7249178325130328,0.24196227156603412,-0.46341769281246226
35.62496038607468,-1.0577109289559004,1.8522781845089378,0.822544912103189,-0.013497224737933921,-0.6017066122293969
-176.44197583482804,-0.9080240755212109,-1.0128311203344238,-1.4123037013352915,0.3142473325952739,-0.5622875292409727
151.04277188625701,1.5230298564080254,-0.13826430117118466,-0.23415337472333597,0.6476885381006925,0.4967141530112327
-146.1360830053448,-1.3281860488984305,0.2088635950047554,0.19686123586912352,-1.9596701238797756,-1.2208436499710222
