label,x0,x1,imp2,imp3,imp4
101.19835316068085,-0.7618535440104255,0.871576502298157,1.0943947849462095,0.1833680033318635,0.029134890420073334
0.7251960356296578,-0.430996200219813,-1.251356182239287,-0.547191788882491,-1.1068702915340567,1.3345061333378379
-177.1096934780808,-0.44788580164936204,1.9782229663388264,-1.321118295116138,0.8533242443596823,-1.4793735205618896
81.0674019048445,0.02050172936766847,0.7520463836188297,1.3332105613800442,0.6533683837958855,-1.071194857868986
-73.51147487960998,1.2991498205476675,0.33323053499002175,-0.24733596389641815,0.33271932958518796,-1.333148008477209
30.67109957016765,-0.36641415772085745,0.7741413163443898,0.4904334172478775,-0.46090098446826944,-0.3667557656500116
163.72961692905415,-0.24415663529064868,0.45353430151397983,1.613711269058647,0.32135721545027307,0.42192075423528475
-29.651770607115157,0.3093904424598202,1.048794439671241,-0.23587146453367722,-1.450163167036702,-0.20103877186663505
202.89505981945223,-0.5031635190463567,-0.4691307161274624,1.4838901537677616,-0.5717358227493337,1.7624731648696121
-36.7797881416614,-0.492053012010198,0.029180660677674677,0.13147742249666883,-0.5709403994926594,-1.2715402502782231
79.96027280251326,-0.19578527096858134,-1.3559703448599638,1.3909723580014006,-0.045254301964336476,-1.2331013050148552
-144.82957580220167,1.1455327999159646,-0.2978611921969897,-1.4075739944962766,-0.318070305711861,-0.42042625575299997
-150.9028204196814,-0.11587905256127012,-0.4141989780558756,-1.827691165913866,0.3238785804065378,0.4200385782300203
59.699935810526654,0.6705599911926691,-0.000708643832986225,0.033137462190111384,0.003184849504858575,1.4814842468851672
198.6839283197423,0.5166118585767997,0.5928475982599956,1.5120486152893071,0.6352284787912039,1.5763575462909234
-45.956955416891475,0.47463348556679213,0.24495709317200393,-0.4554670562497405,0.6353291952162062,-0.11766730219285336
-34.897725009987084,0.8695725186534211,1.0733665824449723,0.215031942943456,-0.5621623419347272,-1.422058497167931
-20.23637813343867,1.7754569181000432,0.6772619008186418,0.02830235905997688,-0.3433485010991792,-0.5941668829800706
174.59231213693266,-0.041495212425883755,0.19823877648001684,1.2758984940957117,0.4692137015993424,1.512038814094032
-35.95644823023578,2.2033098152577577,0.08038503876365498,-1.1339463359678041,-0.14158441929433813,1.7706418724626733
