label,imp0,x1,x2,imp3,x4
123.38441833721032,1.5792128155073915,-0.4694743859349521,0.5425600435859647,-0.23413695694918055,0.7674347291529088
-90.76918926884058,-1.1509935774223028,-0.600638689918805,-0.2916937497932768,0.11092258970986608,0.37569801834567196
-43.891378136057185,-0.46572975357025687,-1.913280244657798,-1.7249178325130328,-0.46341769281246226,0.24196227156603412
2.542835026936924,-0.22577630048653566,-1.4247481862134568,-0.5443827245251827,1.465648768921554,0.06752820468792384
-89.17300010172644,-1.0128311203344238,-0.9080240755212109,-1.4123037013352915,-0.5622875292409727,0.3142473325952739
-0.449669988527738,0.2088635950047554,-1.3281860488984305,0.19686123586912352,-1.2208436499710222,-1.9596701238797756
-47.0966518452789,-0.4606387709597875,0.3436182895684614,-1.763040155362734,-0.7198442083947086,1.0571222262189157
140.10969291390262,1.8522781845089378,-1.0577109289559004,0.822544912103189,-0.6017066122293969,-0.013497224737933921
24.15389482232204,0.1713682811899705,-0.3011036955892888,-1.4785219903674274,0.7384665799954104,-0.11564828238824053
-4.091614789848794,-0.13826430117118466,1.5230298564080254,-0.23415337472333597,0.4967141530112327,0.6476885381006925
