label,x0,imp1,x2
99.04776765761508,-0.6892282712408866,1.6109919764383442,0.6919237106508976
-60.8288136795406,-0.45772322599444504,-0.9893683935689265,-1.9841816143423538
-0.7762747062551993,-0.6132002869132012,-0.012625951627825618,1.3736884997604164
-78.41817802774302,0.06400443492565071,-1.2754558593011862,-1.0618566182379223
-12.657050902937325,-0.234571291207228,-0.20586438172426652,1.1281440438104338
-27.551254591511444,0.16234246679717987,-0.4481156025763554,0.25722913412818593
-77.26743734623933,0.7453876814972659,-1.256739294064987,-1.7110537607276717
-90.77531011832306,0.231802959660187,-1.4764421219954438,0.6441592744430096
52.39060899799375,-0.4640187185848006,0.8521226952659894,0.6971765975188817
-3.1948904692284006,-0.11119605035442469,-0.051964249505532176,1.0417967990841295
