label,imp0,imp1,imp2,x3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,x11,imp12,x13,imp14
-75.75778834207179,-0.06370463335693016,-0.06687184484845657,0.7630155537174076,-0.5451749469759825,0.7130248117841907,-0.126701961749425,-0.28743300111330106,-0.9123058691875687,-0.8696525580958826,-2.019910884953754,0.15185448086392014,-0.1812275030822564,-1.9726867084384458,-1.0418069156817797,1.1026228246686394
72.07160838960823,-0.5093536622382189,2.656143086630557,-1.7022036208924463,-1.2985572792265625,-0.5413916475431981,0.31572553904652234,0.937157638171314,-0.3013921102438734,-0.628084593430958,-0.25517840242795076,0.6173191445029046,1.7424036276239492,-0.48059300579518854,-0.28612231662220855,-1.764911259583182
219.52431174101275,1.7139438446005786,0.7474453557303994,2.051674166167397,0.17877462446140951,-0.7110513558613474,1.286120207783444,0.4625014985445634,0.45469682613287804,1.069407640946272,-0.21612717220897557,0.6003187088093673,-1.0373803559104753,0.5325692079252835,-0.81063534389039,0.3538078292428146
-5.058852699494942,-1.5119794261080557,0.28350331637636506,-0.8165531708924281,1.0051391011709307,0.18573666804777628,0.26237301612821656,0.06849109242464688,1.0897928998365791,-1.2970846202089792,-0.7346707962737106,1.3670085498782587,0.11609944017985552,-0.2646298248178076,0.9715727441092137,0.698670578763493
85.41566558886052,0.792833065878462,-0.5011749216718026,-0.34767390779553825,-0.4362180560366517,1.212045863628654,-0.2728312030627339,0.346063444978915,-0.8948586820835052,0.6113974663412767,0.7294114982396837,0.9193520321404182,-0.8622476583040544,-1.2734275784515576,1.3866071711488002,0.17793602649361254
-14.613309895870202,1.4638146819901032,0.4812443851871611,0.5457559332923522,-1.1385413169080165,-0.07159426824823395,-0.5253481760196683,-0.8447072932855393,-0.5593266009052744,-1.3072746598441005,0.0306832652611198,0.7257086753003444,1.6320659673563955,-0.13823200315534911,-0.06453138367002306,-1.675114745895776
-59.362763942095285,-0.3782567635875512,0.3433958422215366,-1.859323188708496,1.1130205371203847,0.3484114745131382,1.2937425034395111,0.432062007594398,-1.3422735451454955,1.9596940270986736,-0.5272532022757306,-1.4505980661900049,-0.5702038495747639,-1.7247477225055463,0.35568160459335585,0.11282981253454359
-66.41806934584949,0.22990804319738256,-0.9151711316846386,-1.0208823652479588,-2.0560079404244322,2.2911474750389096,-0.7755963634587301,-0.8494924357800425,-0.9129110696556999,-2.5078847263324415,2.17418473274988,-0.7756864985225606,0.6638675407360926,0.8116799285549363,-0.19743613090325707,1.1108209778052984
-33.63065558684019,-1.3023806216208251,-0.6134646765906503,-1.1122360600122263,-0.3101152461630578,1.6786072834534254,1.6027725822679644,1.8382285397244387,1.287648364956923,-0.47452333158759974,0.977643918283172,-2.02307202177249,0.238850014024012,-0.20459481539978697,0.4348704932253072,1.1097784459446145
172.61366700451367,0.9849141741657075,1.743951419544629,-1.4963717891711588,0.7017963488708873,-0.8747150391121312,-1.448332015099748,-0.07256641141442982,-1.3229325502033944,2.155061813787743,0.949087966815937,0.5901281158418883,-0.6238269070109719,0.6143316474169025,1.0222728041608842,-0.9983394114069164
-150.92311449414277,-1.0587526532688334,-1.689797425160699,0.8046256736197526,0.2930129865347582,1.49423348318472,0.2764357265157818,-0.2788057086123509,1.2988185023940941,0.5705561556639213,0.20075563468368554,-2.0535817996562065,-1.2536093669583617,-0.5357484248064445,0.008531690212478649,-0.8235914842493701
-14.01251519714361,0.15778807525000715,-1.1224317802234247,-0.07437701906472985,1.0349359632526158,-0.5399780293246472,1.2072823535064519,1.0387328246681193,0.43071644643063106,0.6409452749009596,0.9930732969346496,0.38376758408500766,0.8828055891233534,-0.9056343826839763,-1.4209747032663531,-0.21333711977269115
-121.65920524501203,-1.3421839945953085,0.19466999414665523,-1.2126955049919232,-1.215146970399191,-0.5406147259419721,0.58964343622744,-1.2283206685040282,-1.2693477675834957,-0.7079556891673304,-0.7269005219819856,0.5623328601652169,0.2818697080036063,-0.157914516445667,-1.0497805746529048,0.4912971898733802
