label,imp0,imp1,imp2,imp3,imp4,x5,imp6,imp7,imp8,x9,x10,imp11,imp12,imp13,imp14
121.71904896129357,1.0347255262187303,0.3549046328458778,-0.19557868412046572,2.16891741291197,-1.2190497625643872,0.460399760582108,-0.20046945514726777,0.28873706519916764,-0.4348292351926616,1.9376669730947977,-1.947652071668624,0.15534807266073142,0.9411620954975366,-0.9187354112600586,1.095249773039815
-180.81293380898785,-1.6643583581743648,-1.3308933104654133,1.582628451961215,-1.0514106976728559,-0.9412292429577823,-0.380557949578738,2.0027151856736043,-0.7761050521087268,0.9094434890842928,-1.4671946567817735,-1.9344780293984085,0.32149507050559184,0.556892905896955,-1.057527997306147,-0.07357005957666521
-218.96661456233664,-0.8524984975720898,0.02978684257889409,-0.7131380623435376,0.3729155784846913,-0.6528990253307012,-0.6064562782966915,1.2114960337583454,0.11133273129086271,0.42689913655645534,-0.03705017871396351,0.6550920351308565,-2.021901250866531,-0.20555032096622547,0.15762172363151905,-0.16232819824930317
-57.403670367854644,0.2746228493590815,0.10785591194830081,-0.469684908073853,0.1899809064047375,-0.7876749179805871,-0.1554466184254922,-1.3496028741125394,-0.40118676240430395,0.04931842305134571,1.2836180326421363,-0.33628814214399855,-0.5606286139216947,0.872882694195887,0.014013059460125819,-0.222618137228498
-55.6075677909229,1.0222452543055296,1.9052756152623018,-0.8015581227406356,-0.082007785951189,-0.40788551383364396,0.7436400411350192,-0.9697294310349822,-0.8487405123003695,-0.8301311009192833,-0.2778430992322312,-0.6963885348677662,-1.0164804183708744,1.3193231740093767,-0.7749345554899193,-0.5023463505360465
208.9569350663799,1.8296095314672969,-1.1152591431991912,0.8303734736628077,-0.7992546942400095,-0.48872009385019655,0.04384542678116906,-0.4086691398192325,-0.16251524773715684,0.22066786452436837,-1.0470245969460572,0.17562617546235723,0.6467024373713964,-1.1519365639604096,2.333547965061079,0.14883622031104898
-249.54737749515658,-0.6688527834193315,0.34626547727401863,-1.922726667004903,0.22337019330041444,0.5500566998526137,-1.6278776398132229,-1.000875117071284,-0.31978447529489684,0.39089067754612966,-0.432836468135719,-0.3042387070994491,-1.5555084152972836,-0.6675042912274949,-0.5846972664787197,1.1148520850687946
11.118158804103729,-1.1224032382727174,-0.03713106699430091,0.9454640990390759,0.8915183632976214,-1.1653927615425121,0.6144252839967075,-1.5589837666337134,1.5624857565688803,0.36351563191466973,-0.7002258068250327,1.1944802006334292,-0.8125427439719147,0.10068046252045715,0.4924971590528607,1.0568303737816047
219.04270480956143,1.8044276723804644,-0.7381391022384864,0.7392420545565827,-0.9444032315291664,-0.1408718261955209,1.5565971090466242,-0.5789411774080133,0.9558911409416856,-0.7514594769930139,-0.047354322077573494,1.0668250336552705,0.37006994848811514,1.1072686036442119,0.8990843758608277,-1.3604811713463505
-115.73333654448017,-1.3843185954397992,-0.9294910052264139,-0.5915140024459926,-0.7119957358474145,0.3417864730944698,-0.0816896307904386,-1.4339766828465688,1.361145250292019,-0.9883912742541769,-0.7408047458293258,-1.9446620305298126,0.4006552158698475,0.9101037298261455,1.2448061091805236,-0.8250433079039539
