label,imp0,imp1,imp2,imp3,imp4,imp5,imp6,imp7,imp8,imp9,imp10,imp11,imp12,imp13,imp14
-156.3800566272739,-1.023780181994144,-0.6594335690137947,1.2141157305517953,-2.5735698149692663,1.2191762762436853,-0.5849469241225295,0.10479013925143123,0.3522746038382977,-0.30221234643545947,-1.022879808234275,-0.36728238805002483,0.3795889822034719,0.053346324011805404,0.0724686703000053,1.7647534598268377
-90.2837593313157,-0.4582019080182906,-0.39982142500239415,-1.3416463113655752,-0.6924120220919268,-0.7340765669346443,0.4378577623411352,-0.322157286695477,-1.2343071693240943,0.9754255221466532,-0.9880800576874134,-1.5803232851002302,0.47168789205129374,-1.3241419904425922,0.08357945086382608,0.24136519727261266
-90.97347717248097,-1.2283176873747252,0.4457186320010371,0.06053562696262121,0.8127719622775397,1.04972822192065,0.7269560075342346,-0.017400788064903916,0.2953593656713212,-0.04710020278267312,1.708954196690178,0.27203073832363595,-1.5956872541007325,0.4179621095761176,-1.3845209193301227,-0.03857282014042533
-281.76177262021844,0.1664833293085416,0.6766900510832924,-0.7568383096325655,-0.6301184495239773,-0.4367928906861184,-0.18701908629687902,-1.9368040245974696,-0.7241275223782949,-1.1223744537843243,-1.1034109895959123,-0.7344368515406402,-1.0205949419079854,0.5681396433639565,0.39094901279819844,1.7011371863109612
-75.1500467418451,-0.31050447575273765,0.32035736016591915,-0.1225817945743411,1.3672990507825704,-2.903811016498954,1.1317263576404075,-1.3071030825581673,-0.30418007810086284,0.07894853967697955,-0.4982498331025147,0.40126536513127065,-1.6818193504724501,-0.9309862744508126,0.279222439291356,0.02606142706512309
-124.23236551823732,1.0985895151599008,-0.7078166021166556,-1.2011291932354273,0.9568129316981235,-1.2479204493490703,-0.805067662877953,-1.0898391139444668,-1.7830340226787653,0.567898235547471,-0.5548014732060039,0.297880311146114,-0.5658121083934977,-0.03054954682436247,1.0589691044509,-2.0676279987537867
-113.76494602576093,0.6171772559876991,-0.25162225803900107,-2.4744020568867224,0.8750586516893238,-1.7726586245876124,-0.6213519249825682,0.006473450080180867,0.46204291169950157,0.43782450485481533,-0.8315370497923296,-0.6006845683750782,0.029631405684658538,-0.458816909969205,0.06512758047598441,-0.7673179403791608
-48.083747080572486,1.9957046438299315,0.5878129705935566,0.06806042280457493,0.04942134260635367,0.43173987948423864,0.6877102578061417,-0.6916384151386696,-1.3463230872793166,0.5399212049799981,0.8673189679618434,-0.5958183752839645,-1.7359292120806757,0.4925047212666214,-1.347610388895937,-0.25368187480415066
147.75934534072644,-0.11362814355349206,-0.4278759801265793,0.5134035504977299,0.3835107234007878,-2.295263777936299,1.6869789076783324,-1.1371818930129365,-0.37727392443874075,1.465019924470182,-0.05422078867058537,-0.6647452412868102,1.9820523736555313,0.7429437765546403,-0.7875726552464675,-0.7723266853060519
68.68629209716319,-0.3617215431753147,1.3251930237130938,-0.28727940645584,0.1685666407929473,0.3197514976384645,-1.4272885649046991,1.7241501414855445,-0.18264441108386173,2.137904549265647,-0.8797594667276579,0.3351320821326568,0.5832199053565351,1.9623596646190515,-2.197004128322993,0.7585554934802458
-150.37450567375572,0.09197044462640264,0.21886833022135976,-1.3660930219450307,-1.1467026912086717,-0.23751350902889673,-0.5624118038652673,-0.4178630385189137,0.5742589000124659,0.5172425686615882,0.014029432675238616,-1.005977499592809,0.09022285733211838,0.5918052396433707,-0.3070972097270879,0.1265853323703065
9.388719657548922,0.7883183971446474,1.1038838682876548,0.03766204630038398,0.2624881760799474,0.1439113036683502,-1.1252679356035944,0.9801005954862866,0.9538261195550992,-0.6415970573653395,-0.048501460097232364,2.0624709023430583,0.6821016195801807,-0.7363479169480236,-0.48814709285186997,-1.2279188299998494
352.76912781082655,2.010792808346442,1.0682231542679552,0.7654194467964143,0.34630878190356595,2.7550032972015845,-0.5265155052051707,1.550265023574215,-1.1945433691322276,-1.053817305346984,0.4242070257218908,0.570437575952756,0.7052035775636651,-2.859687985885645,1.0336126345161376,2.519898365204564
198.81993161204275,-0.23907847787938616,-0.39397187238074555,-0.5066878994028634,-0.008288753719770864,0.6651488005156833,0.7383171202004868,0.9617561221432745,0.2836202725682357,-0.7071453629362214,-0.8474760843452136,0.3564511767504607,-0.6342713137885371,-0.3305047996410923,1.7749502697445039,0.20981320059393524
19.775038359407866,-0.3851922181510826,1.1013775925987295,0.6974753992041566,-1.227596697500712,-0.5695527760009543,-0.6183030571482964,0.0954361306128807,-0.5928410668543569,0.7200986844065398,-0.6708014816787996,-0.4441781264296781,1.5437670063009328,-1.6463917075250551,0.038308699120166274,0.6433179420825476
261.7663506915584,0.24397505045483067,2.569767037357487,-1.1463793417957988,1.9642553512934795,0.43336544234643604,0.4590886841227978,-0.15714238381843332,-0.6741236103167514,0.4186940029041972,-1.4517336291143994,0.882776947060921,0.24044798922123775,-0.35723887493597295,0.5958177852369616,0.41139831254769854
