label,imp0,imp1,imp2
-49.27705654513068,0.21875740622737158,-0.7899115362710363,-0.35145968408199174
17.84041500409195,-1.3448094032729,0.8262194486697267,0.3342981466177742
-64.94649284658213,-0.17452560470286532,0.15729580626758594,-0.6469295256031597
78.4256752707674,-0.3858459718508254,-0.406324072345938,1.0009021770734328
119.88762547139437,-0.07649423332850035,0.8325614395561045,1.012445251188118
-89.58768041314518,0.9673920057515754,-0.38386674230626505,-1.0679614077779638
91.46559572327334,0.5602296283679519,0.7473084926814644,0.5737089363593981
-155.11798028802625,-0.9175322396507608,-1.2097749978238452,-0.9968250981099746
-121.38701323199032,-2.3774651130422355,0.14129267534218748,-0.6069855076197337
119.38729403659445,-0.6132002869132012,-0.012625951627825618,1.3736884997604164
-122.95383067511362,0.3622812809365228,-0.741253935154832,-1.1453684606536023
-91.24599576165076,0.454573944319094,-0.5668818564105408,-0.8965787486434484
-35.4233491227812,-1.5546669408352918,1.0701937802595722,-0.20776384180509733
-34.12644000779938,-1.5090823541061125,-1.4045903506165982,0.43430789481835175
-102.81479077008984,0.5179977024759439,-0.2943316514474955,-1.1011224146059697
130.73808716007613,1.8456151134344994,-0.42330083288973963,0.9201145688058019
118.3152026128464,1.7250122793293419,0.5008045067845369,0.5885435530690244
166.00881595753629,-1.0496581658735273,1.708836158483836,1.5166347672665283
58.653276109954696,0.24397505045483067,0.43336544234643604,0.41139831254769854
-64.97539431562048,1.1785562058590144,1.5678821766222575,-1.383956868577714
-143.89190724893948,0.05004904127493877,0.38325003280155695,-1.5620812393396624
-117.20699264459166,-0.799106964897968,-0.14316914606565062,-0.9240205350722956
99.08826295917532,-0.11119605035442469,-0.051964249505532176,1.0417967990841295
28.924556953035037,-1.1322552153716514,0.10037061745145569,0.5757780616032542
78.52993590520836,-0.4640187185848006,0.8521226952659894,0.6971765975188817
-34.16577530312877,-0.5088462533955848,-0.20808842832587254,-0.15056122884909953
-14.554848052496995,1.3026558032583813,-0.3132182820842235,-0.4226315286077851
36.64639359131743,0.18328866840946725,1.560722136321824,-0.08580369429682877
