label,imp0,x1,imp2,imp3,imp4
73.21504445808506,0.231802959660187,0.6971765975188817,-0.4640187185848006,0.6441592744430096,0.8521226952659894
-321.5926561629643,-1.0618566182379223,-1.4764421219954438,-1.9841816143423538,-0.9893683935689265,-0.45772322599444504
65.33476778608828,-0.6132002869132012,0.6919237106508976,-0.6892282712408866,1.3736884997604164,1.6109919764383442
-73.11355739771278,1.5678821766222575,0.4027237912358534,-1.7473337953315786,1.1785562058590144,-1.383956868577714
-24.644838341892182,-0.051964249505532176,0.7453876814972659,-1.256739294064987,-0.11119605035442469,1.0417967990841295
205.69255519429584,1.2444827979614717,0.224097139557027,0.24496394202485047,-0.023836352037646287,0.952567708239096
146.6488211351305,0.29668119719494945,0.9201145688058019,1.8456151134344994,0.22075338645325868,-0.42330083288973963
-104.26846644143637,-0.5579162299499533,-1.4273776048040527,0.48036942553296935,-0.28522503958304174,-1.0412666353051778
-115.40910190817945,-0.4481156025763554,0.06400443492565071,-1.2754558593011862,0.16234246679717987,0.25722913412818593
-87.30192673448691,-1.7110537607276717,-0.012625951627825618,1.1281440438104338,-0.20586438172426652,-0.234571291207228
